3.896912575 128.9244995 94.6294632  -3.896912575 -128.9244995
3.875625134 129.1110382 94.58477783  -3.875625134 -129.1110382
3.722506523 130.4223328 94.32411957  -3.722506523 -130.4223328
3.239116907 133.7893829 93.47733307  -3.239116907 -133.7893829
3.212702513 134.0330353 93.3790741  -3.212702513 -134.0330353
3.003971815 135.7344971 92.84680176  -3.003971815 -135.7344971
2.728440285 137.5937958 92.20986938  -2.728440285 -137.5937958
2.595411777 138.5222168 91.99314117  -2.595411777 -138.5222168
2.158256054 141.4133759 90.91836548  -2.158256054 -141.4133759
2.141489983 141.5044861 90.87469482  -2.141489983 -141.5044861
2.098249912 141.9545135 90.7245636  -2.098249912 -141.9545135
1.75161314 144.8010559 89.75713348  -1.75161314 -144.8010559
1.751376987 144.8039703 89.75565338  -1.751376987 -144.8039703
1.603371024 146.615036 89.02902985  -1.603371024 -146.615036
1.584194899 147.9413757 88.63275909  -1.584194899 -147.9413757
1.516553402 150.809967 87.68296051  -1.516553402 -150.809967
1.534759641 151.3383331 87.43563843  -1.534759641 -151.3383331
2.212218523 155.4029846 86.11554718  -2.212218523 -155.4029846
2.307772875 155.7979889 85.97042084  -2.307772875 -155.7979889
2.48090291 156.9810486 85.43227386  -2.48090291 -156.9810486
2.595065355 161.188797 84.27865601  -2.595065355 -161.188797
2.749927044 162.3772736 83.93041229  -2.749927044 -162.3772736
2.831067324 165.4152374 83.36361694  -2.831067324 -165.4152374
3.0590446 166.9290009 83.09286499  -3.0590446 -166.9290009
3.126787424 168.3221588 82.89700317  -3.126787424 -168.3221588
3.126650572 168.3244476 82.89669037  -3.126650572 -168.3244476
3.127336025 168.3389587 82.89479828  -3.127336025 -168.3389587
3.280367851 169.3809204 82.67216492  -3.280367851 -169.3809204
3.281829596 169.4179077 82.66257477  -3.281829596 -169.4179077
3.330078125 169.856781 82.48313141  -3.330078125 -169.856781
3.422118664 171.4213409 81.81513977  -3.422118664 -171.4213409
3.416435957 171.5987549 81.75090027  -3.416435957 -171.5987549
3.130643606 174.0933075 81.21073914  -3.130643606 -174.0933075
2.698735714 177.0821991 81.08589172  -2.698735714 -177.0821991
2.673816442 180.9708252 81.83893585  -2.673816442 -180.9708252
2.673197746 183.1250916 82.55257416  -2.673197746 -183.1250916
3.523273945 186.8820343 84.73487854  -3.523273945 -186.8820343
3.626677036 187.1168976 84.91632843  -3.626677036 -187.1168976
