-61,38962173;-254,550415;-369,5824585;;61,38962173;254,550415
-61,86092758;-254,3179474;-369,0262756;;61,86092758;254,3179474
-62,47629166;-254,1187744;-368,1349182;;62,47629166;254,1187744
-62,83721161;-254,0321198;-367,7140198;;62,83721161;254,0321198
-63,59762573;-253,7746582;-366,7207642;;63,59762573;253,7746582
-63,60522461;-253,7737427;-366,7142029;;63,60522461;253,7737427
-63,80870056;-253,7490845;-366,538208;;63,80870056;253,7490845
-64,257164;-253,6309052;-366,1659546;;64,257164;253,6309052
-64,40821838;-253,615799;-366,0731201;;64,40821838;253,615799
-64,40919495;-253,6157684;-366,0722961;;64,40919495;253,6157684
-64,65215302;-253,6087952;-365,8679199;;64,65215302;253,6087952
-65,47306824;-253,6323853;-365,0272827;;65,47306824;253,6323853
-66,02978516;-253,4934845;-364,3899536;;66,02978516;253,4934845
-66,80884552;-253,3292236;-363,1107788;;66,80884552;253,3292236
-67,22045135;-253,0252686;-362,4203796;;67,22045135;253,0252686
-67,79605865;-252,6174469;-361,1175232;;67,79605865;252,6174469
-67,93836975;-252,5511475;-360,8862;;67,93836975;252,5511475
-68,17675018;-252,3885193;-360,4906921;;68,17675018;252,3885193
-68,177948;-252,3876801;-360,4881592;;68,177948;252,3876801
-68,47595215;-252,1785889;-359,8540344;;68,47595215;252,1785889
-69,28318024;-251,5831451;-357,4354858;;69,28318024;251,5831451
-69,68268585;-251,2828979;-356,1046448;;69,68268585;251,2828979
-69,81616974;-251,1767578;-355,3375549;;69,81616974;251,1767578
-69,9243927;-251,1592865;-355,0172729;;69,9243927;251,1592865
-70,33483124;-251,1520081;-353,4136963;;70,33483124;251,1520081
-70,49260712;-250,9809265;-352,7422485;;70,49260712;250,9809265
-70,7453537;-250,5261688;-350,4717102;;70,7453537;250,5261688
-70,70849609;-250,3509521;-348,5913696;;70,70849609;250,3509521
-70,63937378;-250,3657837;-347,8256531;;70,63937378;250,3657837
-70,11894989;-249,7696686;-343,858429;;70,11894989;249,7696686
-70,10290527;-249,8052673;-342,5302124;;70,10290527;249,8052673
-69,80286407;-249,9303284;-340,4799805;;69,80286407;249,9303284
-72,73638153;-251,3780823;-333,6619873;;72,73638153;251,3780823
-74,03742981;-252,8695068;-330,5039673;;74,03742981;252,8695068
-74,79127502;-253,4838104;-328,5255432;;74,79127502;253,4838104
-75,81690216;-253,8445587;-325,8035889;;75,81690216;253,8445587
-75,85413361;-253,8608246;-325,6743164;;75,85413361;253,8608246
-75,71608734;-253,6817627;-322,2570496;;75,71608734;253,6817627
-76,54037476;-253,0298309;-317,0278015;;76,54037476;253,0298309
-77,30438232;-251,7654724;-310,7683105;;77,30438232;251,7654724
-77,36302948;-251,466629;-309,738739;;77,36302948;251,466629
-77,28948212;-251,2088318;-308,6055603;;77,28948212;251,2088318
-77,24484253;-250,6616211;-305,5970764;;77,24484253;250,6616211
-77,24501038;-250,6566315;-305,5447083;;77,24501038;250,6566315
-77,09674835;-250,4533539;-302,4372864;;77,09674835;250,4533539
-77,11508942;-250,4667206;-301,9824219;;77,11508942;250,4667206
-77,06260681;-250,6001587;-300,5717773;;77,06260681;250,6001587
-77,08409119;-250,4717712;-297,5382996;;77,08409119;250,4717712
-77,16146088;-250,4718018;-296,2275696;;77,16146088;250,4718018
-77,16410065;-250,4664764;-295,6813354;;77,16410065;250,4664764
-77,16757202;-250,4661713;-295,6144714;;77,16757202;250,4661713
-77,20949554;-250,416626;-294,9298706;;77,20949554;250,416626
-77,62483978;-249,7234802;-290,9176941;;77,62483978;249,7234802
-77,62783813;-249,6414948;-290,6415405;;77,62783813;249,6414948
-77,54481506;-249,2929077;-289,6690063;;77,54481506;249,2929077
-77,53177643;-249,1766205;-289,4270935;;77,53177643;249,1766205
-78,77249908;-247,3925323;-283,7246094;;78,77249908;247,3925323
-79,38015747;-246,4204102;-281,9270935;;79,38015747;246,4204102
-79,82603455;-246,1982422;-281,0321045;;79,82603455;246,1982422
-79,90361023;-246,1755524;-280,8980713;;79,90361023;246,1755524
-83,07331085;-244,4797821;-275,4536438;;83,07331085;244,4797821
-88,63489532;-242,3151245;-268,692627;;88,63489532;242,3151245
-91,50930786;-241,6168671;-263,1910706;;91,50930786;241,6168671
-92,37958527;-241,3611145;-261,4967346;;92,37958527;241,3611145
-93,29408264;-241,0929718;-258,9518433;;93,29408264;241,0929718
-95,06388092;-240,705368;-253,4155579;;95,06388092;240,705368
-95,17350006;-241,4418335;-245,6775818;;95,17350006;241,4418335
-95,19425201;-241,6620941;-244,8100586;;95,19425201;241,6620941
-95,16065216;-241,8297424;-244,0865173;;95,16065216;241,8297424
-95,13406372;-242,2436371;-242,0518036;;95,13406372;242,2436371
-95,14750671;-242,2799988;-241,7239685;;95,14750671;242,2799988
-95,05754852;-243,9147339;-237,3723755;;95,05754852;243,9147339
-94,56954956;-244,8844604;-234,3040314;;94,56954956;244,8844604
-94,13856506;-245,5122528;-229,236969;;94,13856506;245,5122528
-93,59859467;-246,4149475;-225,7481384;;93,59859467;246,4149475
-93,51451111;-248,3064575;-222,2055817;;93,51451111;248,3064575
-93,14325714;-250,7394104;-216,1567993;;93,14325714;250,7394104
-93,05940247;-250,8953857;-215,8195343;;93,05940247;250,8953857
-93,05633545;-250,9099884;-215,7840729;;93,05633545;250,9099884
-93,05706024;-250,9272766;-215,7266846;;93,05706024;250,9272766
-92,49465942;-252,3609467;-205,8861237;;92,49465942;252,3609467
-91,54438019;-255,2598419;-198,6991425;;91,54438019;255,2598419
-91,33449554;-256,0090637;-196,4860229;;91,33449554;256,0090637
-91,13600922;-256,8737793;-195,3345184;;91,13600922;256,8737793
-90,9076767;-257,8749695;-193,9308472;;90,9076767;257,8749695
